Diseases & Risk Factors,Indicator Name,Cancer Type,Year,Country Name,Region,Gender,Area,Numeric,Lower Confidence Limit,Upper Confidence Limit,Comment
Noncommunicable diseases,NCD age-standardized death rate,,2016,India,South-East Asia Region,Total,,581,no data,no data,
Noncommunicable diseases,NCD age-standardized death rate,,2016,India,South-East Asia Region,Males,,658,no data,no data,
Noncommunicable diseases,NCD age-standardized death rate,,2016,India,South-East Asia Region,Females,,511,no data,no data,
Noncommunicable diseases,NCD age-standardized death rate,,2017,India,South-East Asia Region,Total,,578,no data,no data,
Noncommunicable diseases,NCD age-standardized death rate,,2017,India,South-East Asia Region,Males,,649,no data,no data,
Noncommunicable diseases,NCD age-standardized death rate,,2017,India,South-East Asia Region,Females,,513,no data,no data,
Noncommunicable diseases,NCD age-standardized death rate,,2018,India,South-East Asia Region,Total,,579,no data,no data,
Noncommunicable diseases,NCD age-standardized death rate,,2018,India,South-East Asia Region,Males,,653,no data,no data,
Noncommunicable diseases,NCD age-standardized death rate,,2018,India,South-East Asia Region,Females,,510,no data,no data,
Noncommunicable diseases,NCD age-standardized death rate,,2019,India,South-East Asia Region,Total,,577,no data,no data,"In this geography, some NCD deaths were included in a separate category called “other pandemic-related mortality” in 2020 and 2021 due to incomplete or low-quality vital registration data. Because this may have affected trends between 2019 to 2021, only data through 2019 are displayed here. "
Noncommunicable diseases,NCD age-standardized death rate,,2019,India,South-East Asia Region,Males,,656,no data,no data,"In this geography, some NCD deaths were included in a separate category called “other pandemic-related mortality” in 2020 and 2021 due to incomplete or low-quality vital registration data. Because this may have affected trends between 2019 to 2021, only data through 2019 are displayed here. "
Noncommunicable diseases,NCD age-standardized death rate,,2019,India,South-East Asia Region,Females,,504,no data,no data,"In this geography, some NCD deaths were included in a separate category called “other pandemic-related mortality” in 2020 and 2021 due to incomplete or low-quality vital registration data. Because this may have affected trends between 2019 to 2021, only data through 2019 are displayed here. "
Noncommunicable diseases,Total alcohol per capita consumption,,2000,India,South-East Asia Region,Total,,1.97,0.57,3.61,
Noncommunicable diseases,Total alcohol per capita consumption,,2000,India,South-East Asia Region,Males,,3.27,0.94,5.97,
Noncommunicable diseases,Total alcohol per capita consumption,,2000,India,South-East Asia Region,Females,,0.6,0.17,1.11,
Noncommunicable diseases,Total alcohol per capita consumption,,2005,India,South-East Asia Region,Total,,2.39,0.84,4.15,
Noncommunicable diseases,Total alcohol per capita consumption,,2005,India,South-East Asia Region,Males,,3.95,1.4,6.86,
Noncommunicable diseases,Total alcohol per capita consumption,,2005,India,South-East Asia Region,Females,,0.73,0.26,1.29,
Noncommunicable diseases,Total alcohol per capita consumption,,2010,India,South-East Asia Region,Total,,4.62,2.35,6.91,
Noncommunicable diseases,Total alcohol per capita consumption,,2010,India,South-East Asia Region,Males,,7.59,3.89,11.37,
Noncommunicable diseases,Total alcohol per capita consumption,,2010,India,South-East Asia Region,Females,,1.47,0.74,2.25,
Noncommunicable diseases,Total alcohol per capita consumption,,2015,India,South-East Asia Region,Total,,4.96,2.5,7.34,
Noncommunicable diseases,Total alcohol per capita consumption,,2015,India,South-East Asia Region,Males,,8.16,4.1,12.08,
Noncommunicable diseases,Total alcohol per capita consumption,,2015,India,South-East Asia Region,Females,,1.58,0.78,2.37,
Noncommunicable diseases,Total alcohol per capita consumption,,2019,India,South-East Asia Region,Total,,4.92,2.6,7.41,
Noncommunicable diseases,Total alcohol per capita consumption,,2019,India,South-East Asia Region,Males,,8.1,4.28,12.18,
Noncommunicable diseases,Total alcohol per capita consumption,,2019,India,South-East Asia Region,Females,,1.56,0.81,2.39,
Noncommunicable diseases,"Current tobacco use, adults aged 15+",,2000,India,South-East Asia Region,Total,,55.8,44.7,66.9,
Noncommunicable diseases,"Current tobacco use, adults aged 15+",,2000,India,South-East Asia Region,Males,,70.8,57.2,84.4,
Noncommunicable diseases,"Current tobacco use, adults aged 15+",,2000,India,South-East Asia Region,Females,,40.8,32.3,49.4,
Noncommunicable diseases,"Current tobacco use, adults aged 15+",,2005,India,South-East Asia Region,Total,,46.6,38.1,55.2,
Noncommunicable diseases,"Current tobacco use, adults aged 15+",,2005,India,South-East Asia Region,Males,,62.5,51.2,73.8,
Noncommunicable diseases,"Current tobacco use, adults aged 15+",,2005,India,South-East Asia Region,Females,,30.8,25,36.6,
Noncommunicable diseases,"Current tobacco use, adults aged 15+",,2007,India,South-East Asia Region,Total,,43.1,35.4,50.8,
Noncommunicable diseases,"Current tobacco use, adults aged 15+",,2007,India,South-East Asia Region,Males,,58.7,48.3,69.2,
Noncommunicable diseases,"Current tobacco use, adults aged 15+",,2007,India,South-East Asia Region,Females,,27.4,22.5,32.3,
Noncommunicable diseases,"Current tobacco use, adults aged 15+",,2010,India,South-East Asia Region,Total,,38.3,31.4,45.1,
Noncommunicable diseases,"Current tobacco use, adults aged 15+",,2010,India,South-East Asia Region,Males,,53.9,44.4,63.5,
Noncommunicable diseases,"Current tobacco use, adults aged 15+",,2010,India,South-East Asia Region,Females,,22.6,18.5,26.7,
Noncommunicable diseases,"Current tobacco use, adults aged 15+",,2015,India,South-East Asia Region,Total,,31.5,26.2,36.8,
Noncommunicable diseases,"Current tobacco use, adults aged 15+",,2015,India,South-East Asia Region,Males,,46.4,38.5,54.4,
Noncommunicable diseases,"Current tobacco use, adults aged 15+",,2015,India,South-East Asia Region,Females,,16.6,14,19.3,
Noncommunicable diseases,"Current tobacco use, adults aged 15+",,2020,India,South-East Asia Region,Total,,26.1,21.2,31,
Noncommunicable diseases,"Current tobacco use, adults aged 15+",,2020,India,South-East Asia Region,Males,,40,32.6,47.4,
Noncommunicable diseases,"Current tobacco use, adults aged 15+",,2020,India,South-East Asia Region,Females,,12.2,9.9,14.5,
Noncommunicable diseases,"Current tobacco use, adults aged 15+",,2021,India,South-East Asia Region,Total,,25.2,20,30.3,
Noncommunicable diseases,"Current tobacco use, adults aged 15+",,2021,India,South-East Asia Region,Males,,38.8,30.8,46.9,
Noncommunicable diseases,"Current tobacco use, adults aged 15+",,2021,India,South-East Asia Region,Females,,11.5,9.3,13.7,
Noncommunicable diseases,"Current tobacco use, adults aged 15+",,2022,India,South-East Asia Region,Total,,24.3,19.3,29.3,
Noncommunicable diseases,"Current tobacco use, adults aged 15+",,2022,India,South-East Asia Region,Males,,37.8,29.9,45.6,
Noncommunicable diseases,"Current tobacco use, adults aged 15+",,2022,India,South-East Asia Region,Females,,10.8,8.6,13,
Noncommunicable diseases,"Mean population salt intake, adults aged 25+",,2000,India,South-East Asia Region,Total,,9.3128,no data,no data,
Noncommunicable diseases,"Mean population salt intake, adults aged 25+",,2000,India,South-East Asia Region,Males,,9.9183,no data,no data,
Noncommunicable diseases,"Mean population salt intake, adults aged 25+",,2000,India,South-East Asia Region,Females,,8.6733,no data,no data,
Noncommunicable diseases,"Mean population salt intake, adults aged 25+",,2001,India,South-East Asia Region,Total,,9.3273,no data,no data,
Noncommunicable diseases,"Mean population salt intake, adults aged 25+",,2001,India,South-East Asia Region,Males,,9.9475,no data,no data,
Noncommunicable diseases,"Mean population salt intake, adults aged 25+",,2001,India,South-East Asia Region,Females,,8.6748,no data,no data,
Noncommunicable diseases,"Mean population salt intake, adults aged 25+",,2002,India,South-East Asia Region,Total,,9.342,no data,no data,
Noncommunicable diseases,"Mean population salt intake, adults aged 25+",,2002,India,South-East Asia Region,Males,,9.9765,no data,no data,
Noncommunicable diseases,"Mean population salt intake, adults aged 25+",,2002,India,South-East Asia Region,Females,,8.6768,no data,no data,
Noncommunicable diseases,"Mean population salt intake, adults aged 25+",,2003,India,South-East Asia Region,Total,,9.3568,no data,no data,
Noncommunicable diseases,"Mean population salt intake, adults aged 25+",,2003,India,South-East Asia Region,Males,,10.0053,no data,no data,
Noncommunicable diseases,"Mean population salt intake, adults aged 25+",,2003,India,South-East Asia Region,Females,,8.6792,no data,no data,
Noncommunicable diseases,"Mean population salt intake, adults aged 25+",,2004,India,South-East Asia Region,Total,,9.3913,no data,no data,
Noncommunicable diseases,"Mean population salt intake, adults aged 25+",,2004,India,South-East Asia Region,Males,,10.0572,no data,no data,
Noncommunicable diseases,"Mean population salt intake, adults aged 25+",,2004,India,South-East Asia Region,Females,,8.6978,no data,no data,
Noncommunicable diseases,"Mean population salt intake, adults aged 25+",,2005,India,South-East Asia Region,Total,,9.4254,no data,no data,
Noncommunicable diseases,"Mean population salt intake, adults aged 25+",,2005,India,South-East Asia Region,Males,,10.1084,no data,no data,
Noncommunicable diseases,"Mean population salt intake, adults aged 25+",,2005,India,South-East Asia Region,Females,,8.7164,no data,no data,
Noncommunicable diseases,"Mean population salt intake, adults aged 25+",,2006,India,South-East Asia Region,Total,,9.4593,no data,no data,
Noncommunicable diseases,"Mean population salt intake, adults aged 25+",,2006,India,South-East Asia Region,Males,,10.1588,no data,no data,
Noncommunicable diseases,"Mean population salt intake, adults aged 25+",,2006,India,South-East Asia Region,Females,,8.735,no data,no data,
Noncommunicable diseases,"Mean population salt intake, adults aged 25+",,2007,India,South-East Asia Region,Total,,9.4926,no data,no data,
Noncommunicable diseases,"Mean population salt intake, adults aged 25+",,2007,India,South-East Asia Region,Males,,10.208,no data,no data,
Noncommunicable diseases,"Mean population salt intake, adults aged 25+",,2007,India,South-East Asia Region,Females,,8.7534,no data,no data,
Noncommunicable diseases,"Mean population salt intake, adults aged 25+",,2008,India,South-East Asia Region,Total,,9.5252,no data,no data,
Noncommunicable diseases,"Mean population salt intake, adults aged 25+",,2008,India,South-East Asia Region,Males,,10.256,no data,no data,
Noncommunicable diseases,"Mean population salt intake, adults aged 25+",,2008,India,South-East Asia Region,Females,,8.7717,no data,no data,
Noncommunicable diseases,"Mean population salt intake, adults aged 25+",,2009,India,South-East Asia Region,Total,,9.5569,no data,no data,
Noncommunicable diseases,"Mean population salt intake, adults aged 25+",,2009,India,South-East Asia Region,Males,,10.3025,no data,no data,
Noncommunicable diseases,"Mean population salt intake, adults aged 25+",,2009,India,South-East Asia Region,Females,,8.7896,no data,no data,
Noncommunicable diseases,"Mean population salt intake, adults aged 25+",,2010,India,South-East Asia Region,Total,,9.5877,no data,no data,
Noncommunicable diseases,"Mean population salt intake, adults aged 25+",,2010,India,South-East Asia Region,Males,,10.3474,no data,no data,
